P036_G3	0	M_e513ad04054e	1
P037_G1	0	M_e513ad04054e	1
P037_G2	0	M_e513ad04054e	1
P037_G3	0	M_e513ad04054e	1
P038_G1	0	M_c1447a5f1fdd	1
P038_G2	0	M_c1447a5f1fdd	1
P038_G3	0	M_c1447a5f1fdd	1
P039_G1	0	M_86d6dcb530f9	1
P039_G2	0	M_86d6dcb530f9	1
P039_G3	0	M_86d6dcb530f9	1
P040_G1	0	M_188d35f2a18d	1
P040_G2	0	M_188d35f2a18d	1
P040_G3	0	M_188d35f2a18d	1
P041_G3	0	M_77d9cf161b98	1
P042_G1	0	M_6006905c6270	1
P042_G2	0	M_6006905c6270	1
P042_G3	0	M_6006905c6270	1
P043_G1	0	M_e5e13e51db56	1
P043_G2	0	M_e5e13e51db56	1
P043_G3	0	M_e5e13e51db56	1
P044_G1	0	M_c8e063198718	1
P044_G2	0	M_c8e063198718	1
P044_G3	0	M_c8e063198718	1
P045_G1	0	M_e5e13e51db56	1
P045_G2	0	M_e5e13e51db56	1
P045_G3	0	M_e5e13e51db56	1
P046_G1	0	M_447a6f05e6e4	1
P046_G2	0	M_447a6f05e6e4	1
P046_G3	0	M_447a6f05e6e4	1
P047_G1	0	M_67f2ddb503c9	1
P047_G2	0	M_67f2ddb503c9	1
P047_G3	0	M_67f2ddb503c9	1
P048_G1	0	M_348cb261fb24	1
P048_G2	0	M_348cb261fb24	1
P048_G3	0	M_348cb261fb24	1
P049_G1	0	M_3f5c95a88181	1
P049_G2	0	M_3f5c95a88181	1
P049_G3	0	M_3f5c95a88181	1
P050_G1	0	M_c1447a5f1fdd	1
P050_G2	0	M_c1447a5f1fdd	1
P050_G3	0	M_c1447a5f1fdd	1
P051_G1	0	M_348cb261fb24	1
P051_G2	0	M_348cb261fb24	1
P051_G3	0	M_348cb261fb24	1
P052_G1	0	M_96ff93cd7483	1
P052_G2	0	M_96ff93cd7483	1
P052_G3	0	M_96ff93cd7483	1
P054_G1	0	M_c8e063198718	1
P054_G2	0	M_c8e063198718	1
P054_G3	0	M_c8e063198718	1
P055_G1	0	M_8ee2c71d9612	1
P055_G2	0	M_8ee2c71d9612	1
P055_G3	0	M_8ee2c71d9612	1
P056_G1	0	M_3f5c95a88181	1
P056_G2	0	M_3f5c95a88181	1
P056_G3	0	M_3f5c95a88181	1
P057_G1	0	M_68e1909273a1	1
P057_G2	0	M_68e1909273a1	1
P057_G3	0	M_68e1909273a1	1
P058_G1	0	M_24281f3f73ab	1
P058_G2	0	M_24281f3f73ab	1
P058_G3	0	M_24281f3f73ab	1
P059_G1	0	M_16fdfdc5ebe4	1
P059_G2	0	M_16fdfdc5ebe4	1
P059_G3	0	M_16fdfdc5ebe4	1
P060_G1	0	M_32e351738d20	1
P060_G2	0	M_32e351738d20	1
P060_G3	0	M_32e351738d20	1
P061_G1	0	M_447a6f05e6e4	1
P061_G2	0	M_447a6f05e6e4	1
P061_G3	0	M_447a6f05e6e4	1
